,date,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental,precipitation_label,PM10_label,PM2.5_label
242,2018-08-30,9.5,25.3,28.2,23.9,25,17,80.9,1.9,14.5,1.8,3.7,33158,2,1,2
243,2018-08-31,0.1,25.6,30.3,22.8,22,14,67.4,10.1,77.7,1.6,3.7,46101,1,1,1
244,2018-09-01,NA,25.5,30.9,20.8,17,9,59.4,10.6,81.5,1.3,2.3,43847,NA,1,1
245,2018-09-02,NA,25.1,29.6,20.1,12,7,55.8,9.2,70.8,1.5,2.8,48427,NA,1,1
246,2018-09-03,34.5,23.3,25.8,21.4,14,8,85.3,0,0,1,5.5,16086,4,1,1
247,2018-09-04,NA,23.2,27.8,20,14,7,69.4,11,85.3,2.2,5.2,50500,NA,1,1
248,2018-09-05,NA,24,28.5,19.6,24,10,63.5,11.8,91.5,2.5,5.7,53984,NA,1,1
249,2018-09-06,1,24.1,28.2,20.9,31,17,69.9,2.2,17.2,2,5,46532,1,2,2
250,2018-09-07,0.5,22,25.5,19.1,24,13,54.6,10.9,85.2,2.5,4.3,53230,1,1,1
251,2018-09-08,NA,21.7,27.7,15.9,22,11,48.8,11.7,92.1,1.7,3.9,55470,NA,1,1
252,2018-09-09,NA,22.2,28.9,15.6,19,10,49,9.9,78,1.2,2.8,54213,NA,1,1
253,2018-09-10,NA,22.9,28.4,18.6,11,5,49.5,10.3,81.1,1.6,2.7,55188,NA,1,1
254,2018-09-11,NA,21.6,26.1,16.8,12,5,48.1,8.4,66.7,1.5,2.4,56212,NA,1,1
255,2018-09-12,NA,22.8,28.2,16.8,15,7,52,11.3,89.7,1.4,3.2,57363,NA,1,1
256,2018-09-13,NA,23.5,28.3,20.3,16,7,63.5,5,40,1.2,2.4,55791,NA,1,1
257,2018-09-14,0.5,23.5,26.8,20.3,17,10,66.9,1.6,12.8,1.3,2.6,49383,1,1,1
258,2018-09-15,0.2,23.3,26,21,11,6,76,0.8,6.4,1,2.4,44808,1,1,1
259,2018-09-16,2,22.2,23.9,21,34,21,83.6,0,0,1.7,3.7,24317,1,2,2
260,2018-09-17,0.1,22.3,27.7,18.5,23,14,64.3,10.8,87.1,1.9,3.8,55335,1,1,1
261,2018-09-18,NA,22,26.5,17.7,31,16,59.8,7.9,64.2,1.2,3.4,57691,NA,2,2
262,2018-09-19,0.2,22.1,26.6,18.9,35,18,59.1,2.1,17.1,1,2.9,44096,1,2,2
263,2018-09-20,5,19,20.1,17.8,13,8,82.4,0,0,1.8,2.9,23616,2,1,1
264,2018-09-21,18,19.4,21.9,17.6,7,4,85.8,0.6,4.9,1.3,2.3,32242,3,1,1
265,2018-09-22,6.5,20.8,25.5,17.2,27,11,62.3,10.8,88.5,1.8,5.3,49688,2,1,1
266,2018-09-23,0,19.4,25.3,15.6,26,10,52.9,7.4,61.2,1.6,4.3,38635,1,1,1
267,2018-09-24,NA,17.6,22.1,14.2,13,6,48.3,11,90.9,2.1,4.4,36406,NA,1,1
268,2018-09-25,NA,17.8,24.3,10.8,14,7,48,10,82.6,1.1,2.2,49595,NA,1,1
269,2018-09-26,NA,19.4,24.8,16.2,8,5,47.9,8.4,70,1.7,2.7,57730,NA,1,1
270,2018-09-27,NA,18.9,25,13.2,9,5,47.6,10.3,85.8,1.3,2.4,58200,NA,1,1
271,2018-09-28,NA,17.5,22.2,14.3,12,7,58.1,3.5,29.4,1.2,2.1,59649,NA,1,1
272,2018-09-29,NA,20.2,27,14.6,14,9,55.5,10.8,90.8,1,2.4,63866,NA,1,1
273,2018-09-30,NA,17.6,21.6,14,19,10,52.5,10.4,87.4,2.3,5.5,55893,NA,1,1
274,2018-10-01,0,15.4,19.7,13,16,9,55.1,7.9,66.9,2.9,6.1,51808,1,1,1
275,2018-10-02,NA,15.9,22,10.3,22,13,61.4,10.8,91.5,1.6,4.1,57280,NA,1,1
276,2018-10-03,NA,17.3,24.2,11.2,24,14,58,10.6,90.6,1.3,4,64671,NA,1,1
277,2018-10-04,NA,19.3,25.6,13,21,12,56.5,8.9,76.1,1.3,2.4,59413,NA,1,1
278,2018-10-05,36.5,16.9,19,15.7,11,6,84.1,0,0,1.7,3.2,7772,4,1,1
279,2018-10-06,55.5,18,21.7,16.3,5,3,84,3,25.9,2.2,5.3,32510,4,1,1
280,2018-10-07,NA,16.4,21.1,12.3,23,10,53.5,10.5,90.5,1.7,3.6,57873,NA,1,1
281,2018-10-08,NA,14.8,20.9,9.2,20,8,47,10.5,90.5,1.1,2.7,57247,NA,1,1
282,2018-10-09,0,15.3,19.8,10.7,23,12,52.5,2.3,20,1.1,2.7,61525,1,1,1
283,2018-10-10,7,12,16.7,7.9,18,11,61,6.5,56.5,2.5,4.7,44876,2,1,1
284,2018-10-11,NA,9.7,13.9,6.1,17,9,51,9.3,81.6,2.1,5.6,44489,NA,1,1
285,2018-10-12,NA,10.9,17.4,5.2,22,13,54,10.1,88.6,1.3,3.2,48529,NA,1,1
286,2018-10-13,NA,12.5,19.8,6.1,29,18,54,10,87.7,1,2.9,49203,NA,1,2
287,2018-10-14,NA,13.2,20.3,6.8,30,20,60,9.9,87.6,1.5,3.1,49025,NA,1,2
288,2018-10-15,NA,15.2,21,10.9,49,32,69.9,6.8,60.2,1.4,3.5,49503,NA,2,2
289,2018-10-16,NA,14.5,20.3,9.9,42,23,55.9,8.2,73.2,1.3,3,51236,NA,2,2
290,2018-10-17,NA,12.4,18.6,8.4,33,17,53.3,10,89.3,1.3,3.6,49795,NA,2,2
291,2018-10-18,NA,12.7,19,7.5,14,8,59.5,8.1,72.3,1.1,2.7,49560,NA,1,1
292,2018-10-19,NA,13.1,20.4,7.2,19,10,54.3,9.9,89.2,1.4,3.8,52122,NA,1,1
293,2018-10-20,NA,13.4,21.4,6.9,36,19,53.9,9.7,87.4,1.2,3,49815,NA,2,2
294,2018-10-21,NA,13.4,21.1,7.2,32,20,49.5,9.6,87.3,1.1,2.9,48346,NA,2,2
295,2018-10-22,NA,14,20.6,8.8,42,28,50,7.6,69.1,1,2.6,49889,NA,2,2
296,2018-10-23,5,12.2,16.9,9.8,50,30,75.1,5.3,48.2,1.1,5,40223,2,2,2
297,2018-10-24,NA,12.5,18.7,7.6,39,17,66,9.6,88.1,1.3,3.4,50343,NA,2,2
298,2018-10-25,NA,13.8,21.2,7,36,19,55.5,8.7,79.8,0.9,1.6,52181,NA,2,2
299,2018-10-26,11,12.2,14.7,9.9,32,17,74.1,2.4,22.2,1.6,5.4,24308,2,2,2
300,2018-10-27,NA,8.7,11.6,6.2,24,6,49.6,8,74.1,3.2,5.8,33699,NA,1,1
301,2018-10-28,5.5,8.3,13.5,5.2,13,7,77.1,2.8,25.9,1.5,5.9,20882,2,1,1
302,2018-10-29,0,7.2,11.7,3.4,16,8,57.3,6.5,60.7,2,5.3,36107,1,1,1
303,2018-10-30,0,6.1,11.6,0.7,21,10,51.3,9.1,85,1.6,3.5,37382,1,1,1
304,2018-10-31,0,7.4,12.6,3,20,12,55.4,9.3,86.9,1.6,4.1,39009,1,1,1
305,2018-11-01,NA,8.4,15.2,2.5,31,18,53.4,9.2,86.8,1.3,3.6,41911,NA,2,2
306,2018-11-02,NA,10.6,19,4,39,24,54.9,9.2,86.8,1.1,2.5,44917,NA,2,2
307,2018-11-03,NA,11.2,19.1,5,47,30,56,9.1,85.8,1.3,4,40640,NA,2,2
308,2018-11-04,NA,11.6,19.4,5.3,40,27,55,9,85.7,1.3,3.4,39973,NA,2,2
309,2018-11-05,NA,11.9,18.3,6.6,53,33,65.5,7.9,75.2,1.1,2.3,43870,NA,2,2
310,2018-11-06,NA,12.2,17.5,8,89,61,70.5,4.1,39,0.9,2.6,39680,NA,3,3
311,2018-11-07,2,12.8,15.7,10.3,56,38,79.5,0.5,4.8,1.1,2.8,29492,1,2,3
312,2018-11-08,64,11.8,14.7,10.5,9,5,93.8,0,0,1.8,5,2730,4,1,1
313,2018-11-09,1,12.1,15.4,9.5,38,20,69,6.5,62.5,3.1,5.6,34673,1,2,2
314,2018-11-10,0,11.9,17.1,8.8,69,39,69.1,8.1,78.6,1.4,3.3,34194,1,2,3
315,2018-11-11,0,8.1,10.9,5.4,64,37,67.6,1.4,13.6,1.1,3.7,23926,1,2,3
316,2018-11-12,NA,8.1,15.1,3.1,27,14,52.3,8.9,86.4,1.2,3.3,38706,NA,1,1
317,2018-11-13,NA,8.8,15.4,4.1,39,23,51.6,8.8,86.3,1.1,3,40263,NA,2,2
318,2018-11-14,NA,9.8,16.6,4.8,31,19,55.5,8.7,85.3,1.1,3.1,41973,NA,2,2
319,2018-11-15,NA,9.7,16.2,4.7,45,30,55.4,7.8,76.5,1,2.4,39702,NA,2,2
320,2018-11-16,NA,8.8,14.5,4.2,55,36,65.1,5.2,51,1.7,4,37629,NA,2,3
321,2018-11-17,NA,4.9,11.4,0.6,31,18,50.8,5.2,51.5,1.4,3.7,28167,NA,2,2
322,2018-11-18,NA,6.1,10.7,1.9,NA,21,48.8,2.4,23.8,1.1,3.1,26464,NA,NA,2
323,2018-11-19,NA,6.5,11.3,3.3,56,29,50.4,5.8,57.4,1.4,4.4,34352,NA,2,2
324,2018-11-20,0.2,6.5,12.7,0,40,17,39.9,8.8,88,1.8,4.2,34855,1,2,2
325,2018-11-21,1,5.8,8.2,3.1,30,15,57.1,0,0,1.2,4.5,28140,1,1,1
326,2018-11-22,NA,2.3,7.1,-1.3,19,10,35,8.6,86,2.4,5.6,29239,NA,1,1
327,2018-11-23,NA,1.9,7.6,-3.1,23,11,29.6,8.6,86,1.4,3.7,28620,NA,1,1
328,2018-11-24,10.9,2.6,3.8,0.3,23,12,71.1,1.6,16.2,1.8,3.3,11255,2,1,1
329,2018-11-25,NA,4.8,9.8,1.3,44,31,77.8,6.9,69.7,1,1.9,19946,NA,2,2
330,2018-11-26,NA,6.3,13.6,1.6,57,38,70.1,8.6,86.9,1,1.9,30698,NA,2,3
331,2018-11-27,NA,7.1,12.5,3.1,108,48,65,1.1,11.1,1.5,3.7,28806,NA,3,3
332,2018-11-28,NA,5,11.1,2.1,110,19,27.1,6.8,69.4,1.6,3.7,29177,NA,3,2
333,2018-11-29,0,3.5,6.7,0.6,70,20,41.4,0.2,2,1.3,3.3,28977,1,2,2
334,2018-11-30,NA,2.7,8,-1.5,59,20,46.1,8.6,87.8,1.4,3.3,28557,NA,2,2
335,2018-12-01,NA,5.5,12.4,0.8,44,23,42.3,7.8,79.6,1,2.5,24622,NA,2,2
336,2018-12-02,NA,8.2,11.8,2.8,46,23,50.1,2.7,27.6,1.3,2.2,23035,NA,2,2
337,2018-12-03,9.5,11.5,13.5,9.3,44,21,87.4,0,0,1.4,3.2,10638,2,2,2
338,2018-12-04,5,6.7,11.8,-0.3,33,15,74.9,2.1,21.6,2.7,5.6,20029,2,2,1
339,2018-12-05,NA,0,3.4,-4.3,26,11,39.5,3.1,32,1.5,4,23535,NA,1,1
340,2018-12-06,0,2.4,6.8,-1,36,16,50.5,6.2,63.9,2.3,5.7,23788,1,2,2
341,2018-12-07,NA,-7.3,-1.1,-9.6,22,9,37.1,8.7,89.7,3.8,5.9,15148,NA,1,1
342,2018-12-08,NA,-8.3,-4.4,-11.4,23,9,37.1,8.7,89.7,2.6,5.5,9824,NA,1,1
343,2018-12-09,NA,-7.2,-2.1,-11.8,21,10,27,7.8,80.4,1.5,3.4,8749,NA,1,1
344,2018-12-10,NA,-2.5,4.6,-8.1,32,18,33.3,8,83.3,0.9,2.9,17987,NA,2,2
345,2018-12-11,NA,0.2,2.9,-2.4,41,25,44.8,0.1,1,1.2,3.9,20805,NA,2,2
346,2018-12-12,NA,-1.9,2.4,-5,45,23,39,8.7,90.6,2.2,4,19339,NA,2,2
347,2018-12-13,1.3,-2.2,2.1,-5.9,39,23,57.4,4.8,50,2,5.8,11765,1,2,2
348,2018-12-14,NA,-4.4,0.6,-7.8,32,17,44.3,8.7,90.6,1.7,3.5,14932,NA,2,2
349,2018-12-15,NA,-2.4,3.2,-7.8,56,37,46.8,8,83.3,1,2.1,12720,NA,2,3
350,2018-12-16,0.3,0,2.1,-2.6,55,39,63.8,1.1,11.5,0.9,1.7,10783,1,2,3
351,2018-12-17,0.3,1.6,5.9,-1.5,72,45,60.1,8.3,86.5,1.8,4.3,17449,1,2,3
352,2018-12-18,NA,2.6,7.4,-2.8,44,23,56.3,7.2,75,1.4,4.1,20917,NA,2,2
353,2018-12-19,NA,4,9.5,1.3,50,28,53.4,7.8,81.3,1.4,3.3,21970,NA,2,2
354,2018-12-20,NA,3.4,10.4,-1.1,55,37,45.5,7.5,78.1,0.9,2.4,22881,NA,2,3
355,2018-12-21,NA,5.6,9.8,0.4,69,44,40.1,3.2,33.3,1.1,2.6,23422,NA,2,3
356,2018-12-22,NA,6.9,12.4,2.9,81,56,48.9,7.8,81.3,1.5,3.6,17127,NA,3,3
357,2018-12-23,NA,2.4,7.5,-3.4,48,27,43,8.3,86.5,2.9,5.7,13601,NA,2,2
358,2018-12-24,NA,-2.3,3.1,-5.9,21,11,35.9,8.8,91.7,1.6,3.6,16579,NA,1,1
359,2018-12-25,NA,0.6,5.2,-4,35,20,53.4,3.1,32.3,1.2,2.7,12437,NA,2,2
360,2018-12-26,NA,-1.5,3,-7.1,49,26,40.8,8.3,86.5,2.8,4.5,17112,NA,2,2
361,2018-12-27,NA,-10.1,-6.5,-12.5,26,9,28.3,8.7,90.6,3.5,5.8,11325,NA,1,1
362,2018-12-28,NA,-10.5,-6.6,-14.4,33,13,33,8.7,90.6,2.5,4.4,10445,NA,2,1
363,2018-12-29,NA,-7.6,-3,-10.5,36,9,29,8.7,90.6,2.9,5.5,8083,NA,2,1
364,2018-12-30,NA,-6.8,-0.9,-11.3,30,15,35.9,8.7,90.6,1.2,3.1,7864,NA,1,1
365,2018-12-31,NA,-5.4,-0.5,-10.5,45,29,39.6,8.3,86.5,1.2,3.4,11911,NA,2,2
366,2019-01-01,NA,-5,-0.6,-8.2,35,22,49.5,7.5,78.1,2.1,4.3,8601,NA,2,2
367,2019-01-02,NA,-4.9,0.2,-8.8,31,19,42.8,8.7,90.6,1.7,3.6,14360,NA,2,2
368,2019-01-03,NA,-3.5,3.2,-8.4,36,21,38.8,8.7,89.7,1.4,2.9,16344,NA,2,2
369,2019-01-04,NA,-1.1,4.1,-6.2,56,36,55.5,3.9,40.2,1.2,3,17308,NA,2,3
370,2019-01-05,NA,-2.8,1.1,-5.5,62,37,40.3,8.6,88.7,2.2,4.3,12380,NA,2,3
371,2019-01-06,NA,-2.8,2.7,-6.3,44,19,35,7.7,79.4,1.2,3.2,11094,NA,2,2
372,2019-01-07,NA,-1.9,3.1,-6.2,50,30,46.4,7,72.2,1.4,4.7,16795,NA,2,2
373,2019-01-08,NA,-3.5,0.5,-7.2,39,17,31,8.7,89.7,2.6,6.5,15833,NA,2,2
374,2019-01-09,NA,-4.7,1.3,-9.4,44,19,28.8,7.4,76.3,1.3,3.5,15819,NA,2,2
375,2019-01-10,NA,-0.6,3,-4.5,54,29,48.8,3.1,31.6,1.3,3.8,17894,NA,2,2
376,2019-01-11,NA,2.4,7.2,-0.4,70,46,58.8,6.9,70.4,1,2.6,19271,NA,2,3
377,2019-01-12,NA,2.8,8,-0.6,93,64,47.6,6,61.2,1.3,3.5,14519,NA,3,3
378,2019-01-13,NA,1.2,7.6,-3,102,67,54.3,8.6,87.8,1.4,3.2,11751,NA,3,3
379,2019-01-14,NA,1.4,5.3,-2.4,158,112,68.6,0.4,4.1,0.9,2.5,14818,NA,4,4
380,2019-01-15,0,-1.7,2.6,-7.2,130,79,58.8,4.7,47.5,2.7,6.1,14761,1,3,4
381,2019-01-16,0,-5.2,-1.1,-10.1,45,16,45.9,8.6,86.9,2.3,4.3,15823,1,2,2
382,2019-01-17,0,-0.3,4,-3.2,40,19,45.8,8.7,87.9,1.7,5,17960,1,2,2
383,2019-01-18,NA,0.6,6.7,-4.6,49,29,44,8.5,85.9,1.3,4.5,18901,NA,2,2
384,2019-01-19,NA,3.6,8.5,0,90,58,59.8,2.9,29.3,1.2,3,14883,NA,3,3
385,2019-01-20,NA,-1.4,4,-5.5,62,30,38.5,8.8,88,3.2,5.5,11191,NA,2,2
386,2019-01-21,0,-1.2,4.2,-6.7,42,20,57.8,1,10,1.6,4.3,17240,1,2,2
387,2019-01-22,NA,1.7,7.1,-3.3,62,26,62,8.5,85,1.7,4.4,19885,NA,2,2
388,2019-01-23,NA,2,7,-0.8,71,42,48.9,8.6,86,2.3,5.1,19163,NA,2,3
389,2019-01-24,NA,0.1,6.5,-4.6,38,19,34.9,8.8,87.1,1.7,3.5,20057,NA,2,2
390,2019-01-25,NA,-1.2,2.6,-3.8,40,18,27.6,8.7,86.1,2.6,5.5,18159,NA,2,2
391,2019-01-26,NA,-2.5,2.4,-6.5,38,17,30.9,8.8,87.1,2.4,4.4,13203,NA,2,2
392,2019-01-27,NA,-0.1,5.1,-6.6,37,19,52.5,6.7,65.7,1.7,3.7,12440,NA,2,2
393,2019-01-28,0,1.2,4.5,-2.4,75,21,40.4,8.7,85.3,3.1,6.8,17317,1,2,2
394,2019-01-29,NA,-0.2,7,-5.6,61,19,35.5,8.7,85.3,1.5,3.7,19477,NA,2,2
395,2019-01-30,NA,1.8,6.6,-2.8,56,27,54.6,7.7,74.8,1.5,3.8,20677,NA,2,2
396,2019-01-31,NA,-2,2.3,-6.2,65,20,29,3.4,33,2.9,4.7,17649,NA,2,2
397,2019-02-01,0.3,-2.1,2.8,-7.4,37,16,47.6,5.7,55.3,1.7,4.9,17696,1,2,2
398,2019-02-02,0,1.4,6.1,-3.2,54,31,60,1.6,15.5,1,1.8,13742,1,2,2
399,2019-02-03,16,3.3,4.9,2,37,24,92.9,0,0,1.7,4,2010,3,2,2
400,2019-02-04,NA,-0.6,3,-3.3,70,34,40.4,8.6,82.7,2.1,4.9,8562,NA,2,2
401,2019-02-05,NA,2.8,10.1,-3.6,72,24,37.1,7.8,74.3,1,2.9,9119,NA,2,2
402,2019-02-06,NA,5.1,9.3,0.1,85,29,54.9,3.3,31.4,1.3,3.1,13694,NA,3,2
403,2019-02-07,0.5,-2.1,6.3,-8.2,61,29,45.5,8.7,82.9,3.5,5.5,14533,1,2,2
404,2019-02-08,NA,-6.1,-1.3,-10.2,29,15,31.5,8.4,79.2,2.3,4.7,14782,NA,1,1
405,2019-02-09,NA,-5.4,-1.9,-8.6,32,15,30,9.3,87.7,2.7,4.9,11760,NA,2,1
406,2019-02-10,NA,-5,-1.9,-9.1,39,20,31.3,2.2,20.8,1.7,3.6,9759,NA,2,2
407,2019-02-11,NA,-3,2,-7.5,35,20,34.9,9.4,87.9,2.3,4.9,16881,NA,2,2
408,2019-02-12,0,-0.6,3.7,-4.1,53,33,35.5,8.5,79.4,1.9,4.3,18862,1,2,2
409,2019-02-13,NA,-2.1,2.5,-5.7,34,18,26.6,9.2,86,2.4,5.1,18411,NA,2,2
410,2019-02-14,NA,-0.5,6.3,-5.9,43,21,24.3,9.2,85.2,1.4,3.2,19376,NA,2,2
411,2019-02-15,2.2,-0.8,0.9,-2.9,36,24,72.8,0,0,1.9,4,9213,1,2,2
412,2019-02-16,0.2,-2.7,1.5,-5.1,56,44,59,8.8,80.7,2.6,4.6,12641,1,2,3
413,2019-02-17,NA,-1.8,4.6,-6.8,32,22,47.4,9.8,89.9,1.9,4.2,13390,NA,2,2
414,2019-02-18,NA,0.9,5.9,-4.7,36,22,43.5,5.6,51.4,1.3,2.8,19916,NA,2,2
415,2019-02-19,4.6,1.4,3,0.2,38,28,80.8,0.6,5.5,1.4,3.9,11689,2,2,2
416,2019-02-20,0,1.7,4.5,-0.1,52,42,67.8,2.2,20,2.1,4.1,19572,1,2,3
417,2019-02-21,NA,2.4,9,-2.6,74,60,59.4,9.6,87.3,1.5,3.4,20995,NA,2,3
418,2019-02-22,NA,4,10.8,-1.6,65,49,56.1,9.5,85.6,1.5,3.7,21727,NA,2,3
419,2019-02-23,NA,6.8,14.5,0.5,46,32,41,9.1,82,1.1,2.9,23742,NA,2,2
420,2019-02-24,NA,6.3,13.7,1.2,52,39,45,10,89.3,1.8,4.9,21933,NA,2,3
421,2019-02-25,NA,4.7,10.2,1.3,78,57,55.8,8,71.4,2.3,4.8,23445,NA,2,3
422,2019-02-26,NA,5.2,12,-1.5,47,25,32.8,9.5,84.8,1.6,4.9,28010,NA,2,2
423,2019-02-27,NA,7.8,14,4.7,59,39,31.3,7.8,69,1.6,4.3,28652,NA,2,3
424,2019-02-28,NA,6.6,12.8,2,76,50,39.5,8.1,71.7,2,4.7,27431,NA,2,3
425,2019-03-01,NA,6.6,13,1.2,105,74,42.3,9.9,87.6,2.1,4.4,21751,NA,3,3
426,2019-03-02,NA,7.8,14.7,1.3,103,74,37.6,7.5,65.8,1.1,3.3,22503,NA,3,3
427,2019-03-03,NA,9.4,16.1,2.5,89,64,36.4,7.9,69.3,1.5,3.3,24382,NA,3,3
428,2019-03-04,NA,9.9,16.3,5,138,97,46.1,9.2,80,1.9,4.7,26887,NA,3,4
429,2019-03-05,NA,8.4,12.9,5.6,171,124,66.3,2.5,21.7,2,3.9,24042,NA,4,4
430,2019-03-06,NA,8.4,12.4,5.7,128,89,55,3,26.1,2,4.3,25379,NA,3,4
431,2019-03-07,NA,7,12.7,3.1,50,36,51.1,10.1,87.1,2.2,5.1,31156,NA,2,3
432,2019-03-08,NA,6.1,13.4,0.6,44,25,39.4,10.7,92.2,1.9,4.2,33073,NA,2,2
433,2019-03-09,NA,7.2,14.9,-0.4,NA,NA,31.8,9.7,82.9,1.3,3,32421,NA,NA,NA
434,2019-03-10,NA,10.1,15.3,6.7,NA,NA,26.4,0.3,2.6,1.2,2.9,31050,NA,NA,NA
435,2019-03-11,0,6.6,10,3.5,NA,NA,61,3.6,30.5,1.8,4.3,28539,1,NA,NA
436,2019-03-12,0,3.9,7.9,-0.3,NA,NA,55.1,1.8,15.3,2.7,6,25537,1,NA,NA
437,2019-03-13,0,3.5,8.5,-0.4,NA,NA,38.5,10.1,85.6,3.3,7.2,28653,1,NA,NA
438,2019-03-14,0,5,10,-1.7,36,17,45.3,7,58.8,1.9,3.8,30997,1,2,2
439,2019-03-15,3.5,5.5,11.3,1.6,62,34,72.8,2.8,23.5,1.6,5.4,20481,2,2,2
440,2019-03-16,NA,4.3,9.2,0.2,NA,NA,69.9,5,41.7,1.8,5.1,26057,NA,NA,NA
441,2019-03-17,NA,6.3,12.4,2.6,NA,NA,55.4,9.9,82.5,2,4.4,35622,NA,NA,NA
442,2019-03-18,NA,7.1,14.4,1.4,35,21,43.8,8.7,72.5,1.4,4.7,36313,NA,2,2
443,2019-03-19,NA,10,16.7,3.4,58,34,52,8.3,68.6,1.4,3.3,39908,NA,2,2
444,2019-03-20,16.5,10.3,14.6,7.1,87,63,79,0,0,1.4,3.9,16204,3,3,3
445,2019-03-21,3.3,7.1,11.1,1.9,29,21,77.4,3.9,32,2.9,5.5,26455,2,1,2
446,2019-03-22,NA,3.3,8.3,-0.7,35,19,40.9,11.1,91,2.8,5,32363,NA,2,2
447,2019-03-23,1.7,3.3,8.2,-0.4,22,14,46.9,7.9,64.8,2.4,6.3,21696,1,1,1
448,2019-03-24,NA,4.3,9.7,-0.8,28,13,45.4,11.3,91.9,2.3,4.9,31622,NA,1,1
449,2019-03-25,NA,7.3,11.5,2.9,41,23,56.1,1.7,13.8,2,5.1,34226,NA,2,2
450,2019-03-26,NA,11.4,17.6,7.4,52,30,51.1,9.9,79.8,2,4.7,42644,NA,2,2
451,2019-03-27,NA,11.6,16.2,8.9,78,47,66.4,3.4,27.4,3,6.4,35832,NA,2,3
452,2019-03-28,NA,9.4,14.6,5.6,78,46,49.9,9.9,79.8,2.6,4.8,38806,NA,2,3
453,2019-03-29,NA,9.2,15.1,5.5,35,17,33.1,10.5,84,2.1,4.7,43893,NA,2,2
454,2019-03-30,1.8,5.2,8.4,3.5,33,20,72,3,24,2.9,6.3,14001,1,2,2
455,2019-03-31,0,4.4,8.4,2.6,39,24,46,3.2,25.4,3.2,5.5,22326,1,2,2
456,2019-04-01,NA,5.5,11.3,0.3,23,12,39.8,11.7,92.9,2.5,5.8,37660,NA,1,1
457,2019-04-02,NA,6.7,13,1.3,30,16,36.9,11.7,92.9,2.2,6.1,42029,NA,1,2
458,2019-04-03,NA,7.6,13.6,1.9,34,20,36.1,11.7,92.1,2.3,5,43257,NA,2,2
459,2019-04-04,NA,9.2,15.7,3,32,17,43,11.7,92.1,2.5,5,45681,NA,2,2
460,2019-04-05,0,11.4,17.2,7,65,19,41,9.3,72.7,2.9,5.4,45643,1,2,2
461,2019-04-06,0.8,9.3,12.2,5.9,51,16,39.9,0.5,3.9,1.1,2.8,25902,1,2,2
462,2019-04-07,NA,12.6,20.3,5.6,31,13,43.1,11.4,89.1,1.7,4.8,55943,NA,2,1
463,2019-04-08,NA,11.6,17.2,7.6,32,11,25.6,10.9,84.5,2.5,5.2,52643,NA,2,1
464,2019-04-09,17.4,9.2,13.9,4.7,23,10,49.1,0.8,6.2,2.4,4.4,24734,3,1,1
465,2019-04-10,5.6,7.1,10.2,4.7,6,3,78.4,1.1,8.5,1.8,3.1,26421,2,1,1
466,2019-04-11,NA,9.5,15.7,4.3,21,12,58,9.8,75.4,1.9,4.7,51013,NA,1,1
467,2019-04-12,NA,11.4,18.4,5.5,45,25,48.5,11.4,87.7,2.2,5.1,55125,NA,2,2
468,2019-04-13,NA,11.8,17.9,6.2,44,29,34,10.8,82.4,1.8,5,57020,NA,2,2
469,2019-04-14,1.7,9.6,13.6,6.9,32,18,45.5,5,38.2,2.2,7.3,28467,1,2,2
470,2019-04-15,NA,11.6,18.1,3.9,45,15,30.9,12.1,91.7,1.8,4.7,55422,NA,2,1
471,2019-04-16,NA,14.9,22.6,6.8,41,20,26.3,11.5,87.1,1.6,4.1,60566,NA,2,2
472,2019-04-17,NA,15.3,21.8,9.1,34,17,37.5,12.2,92.4,1.9,4.9,62522,NA,2,2
473,2019-04-18,0,12.6,16.2,10.4,31,16,74.4,1.5,11.3,2,5.3,50439,1,2,2
474,2019-04-19,NA,13.8,19.7,9.6,35,16,57.5,5.9,44.4,1.6,3.2,60925,NA,2,2
475,2019-04-20,1.2,14.3,19.1,9.7,38,19,66.9,5,37.6,1.9,4.5,51068,1,2,2
476,2019-04-21,0.3,14.8,20.2,12.2,25,17,77.8,4.1,30.6,1.9,4.2,53339,1,1,2
477,2019-04-22,NA,19.3,28.2,10.7,72,27,50.6,11.1,82.8,1.4,4.2,63995,NA,2,2
478,2019-04-23,0,20.4,25.5,15.3,79,34,52,4.2,31.3,1.3,3.8,58811,1,2,2
479,2019-04-24,4.1,19.5,25.9,15.8,50,30,70.4,8,59.3,1.6,4.5,55815,2,2,2
480,2019-04-25,11.3,13.2,17.2,9.4,37,15,75.9,0,0,2,3.6,22471,2,2,1
481,2019-04-26,4.9,8.4,9.9,6.2,8,4,82.1,0,0,1.5,3.5,26484,2,1,1
482,2019-04-27,NA,11.6,18.2,4.1,16,9,52.6,10.3,75.7,1.7,3.6,65124,NA,1,1
483,2019-04-28,0,12.9,16.6,9.9,18,11,48.8,3.4,25,1.6,3.7,56012,1,1,1
484,2019-04-29,NA,13,17.3,8.3,20,12,52.9,3.3,24.1,0.9,2,63256,NA,1,1
485,2019-04-30,NA,15.5,22.5,9,31,17,52.8,11.2,81.8,1.6,4.2,70213,NA,2,2
486,2019-05-01,NA,16.4,22.2,11.2,49,20,48.9,10.9,79.6,2.3,4.8,76439,NA,2,2
487,2019-05-02,NA,17.1,25.3,10.6,49,13,28.5,12.7,92,2.3,5.1,72430,NA,2,1
