"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental","weekday","season","precipitation2","pred"
2018-06-27,14.6131944444444,22.3,25.5,19.1,25.3227091633466,16.6104417670683,81.9,2.9,19.6,2,4.5,41128,"평일","여름",213.545451871142,26699.2726142163
2018-06-28,14.6131944444444,23.3,27.3,20.6,25.3227091633466,16.6104417670683,85.1,1.9,12.8,1.1,4.3,27757,"평일","여름",213.545451871142,27384.6394766654
2018-06-29,14.6131944444444,24.7,29.1,21.9,25.3227091633466,16.6104417670683,78.5,8.4,56.8,1.5,3.2,42765,"평일","여름",213.545451871142,43245.908764668
2018-06-30,14.5,24.4,27.9,21.6,50,34,83.8,0.5,3.4,0.9,5.1,26911,"주말","여름",210.25,18934.1656821107
2018-07-01,83.5,21.9,22.8,21,11,8,94.6,0,0,0.8,2.3,4358,"주말","여름",6972.25,-11670.0515796387
2018-07-02,59.5,22.6,25.3,20.6,10,7,95.4,0.1,0.7,0.7,2.9,6261,"평일","여름",3540.25,1277.2023825223
2018-07-03,0.1,27.4,32.6,22.5,11,8,74.4,10.1,68.7,0.8,2.6,41350,"평일","여름",0.01,62569.8112580444
2018-07-04,14.6131944444444,27.3,31.8,24,25.3227091633466,16.6104417670683,69.6,8.4,57.1,1.7,3.9,45741,"평일","여름",213.545451871142,47151.3049629182
2018-07-05,14.6131944444444,25.3,29,23.4,25.3227091633466,16.6104417670683,72.8,1.7,11.6,1.2,3,39804,"평일","여름",213.545451871142,33421.4812229726
2018-07-06,14.6131944444444,23.9,27.1,21.5,6,3,57.8,2.6,17.7,1.8,3.4,49521,"평일","여름",213.545451871142,35851.9994774907
2018-07-07,14.6131944444444,23.7,29.2,19.5,25.3227091633466,16.6104417670683,51.4,6.28576642335766,0,1.6,2.3,48015,"주말","여름",213.545451871142,64522.275367854
2018-07-08,14.6131944444444,23.3,28.1,17.7,11,8,51.5,9.5,65.1,1.5,2.8,48132,"주말","여름",213.545451871142,46601.0757862514
2018-07-09,14,20.8,24.2,20.1,9,7,82.3,0,0,1.1,1.8,8155,"평일","여름",196,26354.3610763466
2018-07-10,16.5,23.7,26.5,20.4,19,13,87.8,0,0,0.7,1.6,27956,"평일","여름",272.25,25579.2892752747
2018-07-11,3,26.8,29.5,24.4,34,23,82.9,0.1,0.7,1.3,3.9,35390,"평일","여름",9,34787.3701399757
2018-07-12,1,26.6,28.2,25.1,28,18,82.4,1.1,7.5,1.5,3.6,43611,"평일","여름",1,36419.5722644002
2018-07-13,14.6131944444444,27.3,30.9,24.7,22,17,74.8,7,47.9,1.8,3.4,44976,"평일","여름",213.545451871142,43158.0868481557
2018-07-14,0,27.9,31.9,24.6,20,15,69.6,11.3,77.9,1.9,4.2,39205,"주말","여름",0,56551.8487688477
2018-07-15,14.6131944444444,28.3,33.2,24.5,23,18,69.6,11,75.9,1.6,3.7,34957,"주말","여름",213.545451871142,48906.2742452327
2018-07-16,14.6131944444444,28.7,34,24,24,20,64.3,12.9,89,1.7,3.6,40964,"평일","여름",213.545451871142,58777.2580082628
2018-07-17,14.6131944444444,28.1,32.1,23.9,28,25,66.5,13,89.7,1.7,4.1,43323,"평일","여름",213.545451871142,54333.4767368283
2018-07-18,14.6131944444444,28.2,33.2,23.7,33,30,64.8,13,89.7,1.6,4.1,42609,"평일","여름",213.545451871142,56457.5891173601
2018-07-19,14.6131944444444,28.7,34.1,23.2,29,23,64.1,12.9,89.6,1.6,3.2,42316,"평일","여름",213.545451871142,59292.2170450153
2018-07-20,14.6131944444444,29.5,34.7,24.6,36,28,62.6,12.9,89.6,1.5,3.3,40337,"평일","여름",213.545451871142,59667.3938060529
2018-07-21,14.6131944444444,30.6,36.9,24.9,35,28,53.6,12.9,89.6,1.5,3.6,32360,"주말","여름",213.545451871142,59901.6167460817
2018-07-22,14.6131944444444,31.8,38,25.3,29,22,49.6,12.2,84.7,1.4,3.7,28250,"주말","여름",213.545451871142,61046.77587229
2018-07-23,14.6131944444444,31.7,35.7,29.2,31,24,53.8,8,55.6,1.8,4,38003,"평일","여름",213.545451871142,53376.4725612261
2018-07-24,14.6131944444444,31.4,36.8,27.2,40,33,59.5,10.2,71.3,1.6,4,37486,"평일","여름",213.545451871142,57225.9705711729
2018-07-25,14.6131944444444,30.1,34.1,27.7,32,24,66.3,5.2,36.4,2.4,3.8,39225,"평일","여름",213.545451871142,45062.9821866899
2018-07-26,14.6131944444444,30.1,33.7,27.3,40,29,68.8,4.4,30.8,1.5,3.4,37796,"평일","여름",213.545451871142,42906.6123601251
2018-07-27,14.6131944444444,30.9,35.4,27.2,43,30,69.3,9.3,65.5,1.9,3.7,34985,"평일","여름",213.545451871142,52126.4638565873
2018-07-28,7.5,29.5,35.2,28,31,21,77.1,3.4,23.9,1.2,3.6,24649,"주말","여름",56.25,43430.4596474595
2018-07-29,14.6131944444444,31.3,36.7,26.4,18,12,52.4,12.3,86.6,1.2,2.9,28317,"주말","여름",213.545451871142,60164.1909988854
2018-07-30,14.6131944444444,31.7,36.9,26.2,9,6,50.9,11,77.5,1.2,2.4,36701,"평일","여름",213.545451871142,64263.7621688781
2018-07-31,14.6131944444444,32.6,38.3,27.8,15,9,50.5,12,85.1,1.5,3.6,35262,"평일","여름",213.545451871142,65565.6458452198
2018-08-01,14.6131944444444,33.6,39.6,27.8,29,17,55.5,12.6,89.4,1.7,4,31169,"평일","여름",213.545451871142,65986.1723548026
2018-08-02,14.6131944444444,33.7,37.9,30.3,29,19,54.4,9.8,69.5,1.6,3.2,31321,"평일","여름",213.545451871142,59907.8654607929
2018-08-03,14.6131944444444,33.1,37.9,30,41,30,55.3,10.5,75,1.9,4.2,31646,"평일","여름",213.545451871142,58877.0226084456
2018-08-04,14.6131944444444,31.1,34.9,28,24,17,60.6,12.1,86.4,2.4,4.6,28174,"주말","여름",213.545451871142,51778.8814837152
2018-08-05,2,30,33.9,27.2,24,15,71.8,10.1,72.1,2.6,4.9,26989,"주말","여름",4,53797.9365859954
2018-08-06,6.5,30.5,35.3,28.3,28,18,71.6,7.3,52.5,1.6,4.4,29113,"평일","여름",42.25,53869.3538523439
2018-08-07,14.6131944444444,30.5,35.9,26.8,17,11,63.4,8.5,61.2,1.5,3.7,36983,"평일","여름",213.545451871142,54613.6707435249
2018-08-08,14.6131944444444,31,35.3,27.6,24,15,64.8,10.8,77.7,2.1,4.6,37140,"평일","여름",213.545451871142,54483.5133858282
2018-08-09,2,28.8,32.5,27.1,23,16,76.3,2.6,18.8,1.5,4.2,32216,"평일","여름",4,46011.7946594017
2018-08-10,14.6131944444444,30.7,36.8,25.7,14,9,60.9,11.4,82.6,1.4,3.6,36178,"평일","여름",213.545451871142,60968.1792721479
2018-08-11,14.6131944444444,31,36,26.4,9,5,55.8,11.5,83.3,1.5,3.3,31293,"주말","여름",213.545451871142,56605.8617359026
2018-08-12,5,30.6,35.3,27.2,14,9,61.3,8.4,61.3,1.5,3.7,27363,"주말","여름",25,55486.420688741
2018-08-13,1,30.5,34.4,26.7,30,21,68.6,6.3,46,1.4,3.2,36076,"평일","여름",1,56872.2884472782
2018-08-14,14.6131944444444,31.7,37.2,27.7,24,15,58.3,9.5,69.3,1.3,4,37659,"평일","여름",213.545451871142,57809.8830113072
2018-08-15,1,31.7,38,28.3,27,18,59.5,9.5,69.9,1.2,5.8,29270,"평일","여름",1,65178.6697701015
2018-08-16,14.6131944444444,29.9,35.6,24.1,14,8,51,11,80.9,1.7,3,41358,"평일","여름",213.545451871142,61552.3229026463
2018-08-17,14.6131944444444,27.2,33.8,21.7,12,5,39.8,12.4,91.2,1.8,3.5,47634,"평일","여름",213.545451871142,64096.1238280099
2018-08-18,14.6131944444444,26.7,32.1,21.5,14,6,44.6,10.9,80.7,1.4,3.8,45629,"주말","여름",213.545451871142,53013.2907929879
2018-08-19,14.6131944444444,28.2,34.4,23,20,12,50.6,7.9,58.5,1.2,3.3,42281,"주말","여름",213.545451871142,51389.1484632423
2018-08-20,0,29.1,33.3,25.1,32,20,55.6,6,44.4,2,5.1,44243,"평일","여름",0,56315.558875008
2018-08-21,5,26.6,31,23.4,21,12,71.4,6.8,50.7,2.5,7.1,41964,"평일","여름",25,45628.9143754025
2018-08-22,14.6131944444444,30.7,37.6,23.4,21,13,54.1,10.5,78.4,1.1,3.2,42425,"평일","여름",213.545451871142,62547.9808440663
2018-08-23,3,29.4,32.2,25.7,11,6,59.1,1.7,12.7,1.7,2.8,23616,"평일","여름",9,49816.289394481
2018-08-24,7.5,24.4,26.3,23.2,8,5,86.3,0,0,2.5,4.2,17319,"평일","여름",56.25,29846.4324894571
2018-08-25,14.6131944444444,25.2,29.3,22.7,21,12,68,7.2,54.1,2.6,5.3,47109,"주말","여름",213.545451871142,36600.0583080084
2018-08-26,2,23.2,29,20.3,16,10,70,5.1,38.6,1.2,3.8,32200,"주말","여름",4,45415.2699370928
2018-08-27,19.5,22.7,24.9,20.2,8,6,91,0,0,0.8,2.1,23382,"평일","여름",380.25,23265.9114552105
2018-08-28,96.5,23.7,26.1,22.5,10,6,92.4,0,0,0.9,3.7,13495,"평일","여름",9312.25,-1551.23713565848
2018-08-29,42,25.2,27.4,22.7,13,7,86,0.1,0.8,2.4,4.5,13001,"평일","여름",1764,12153.0855036134
2018-08-30,9.5,25.3,28.2,23.9,25,17,80.9,1.9,14.5,1.8,3.7,33158,"평일","여름",90.25,35117.3220196028
2018-08-31,0.1,25.6,30.3,22.8,22,14,67.4,10.1,77.7,1.6,3.7,46101,"평일","여름",0.01,58023.4693130731
2018-09-01,9.55681818181818,25.5,30.9,20.8,17,9,59.4,10.6,81.5,1.3,2.3,43847,"주말","가을",91.3327737603306,62947.8640160189
2018-09-02,9.55681818181818,25.1,29.6,20.1,12,7,55.8,9.2,70.8,1.5,2.8,48427,"주말","가을",91.3327737603306,59306.2749764498
2018-09-03,34.5,23.3,25.8,21.4,14,8,85.3,0,0,1,5.5,16086,"평일","가을",1190.25,22947.6099782279
2018-09-04,9.55681818181818,23.2,27.8,20,14,7,69.4,11,85.3,2.2,5.2,50500,"평일","가을",91.3327737603306,57505.9400886765
2018-09-05,9.55681818181818,24,28.5,19.6,24,10,63.5,11.8,91.5,2.5,5.7,53984,"평일","가을",91.3327737603306,59430.9561633106
2018-09-06,1,24.1,28.2,20.9,31,17,69.9,2.2,17.2,2,5,46532,"평일","가을",1,53021.5714539432
2018-09-07,0.5,22,25.5,19.1,24,13,54.6,10.9,85.2,2.5,4.3,53230,"평일","가을",0.25,64169.2510522336
2018-09-08,9.55681818181818,21.7,27.7,15.9,22,11,48.8,11.7,92.1,1.7,3.9,55470,"주말","가을",91.3327737603306,60377.9989360644
2018-09-09,9.55681818181818,22.2,28.9,15.6,19,10,49,9.9,78,1.2,2.8,54213,"주말","가을",91.3327737603306,61987.0206855739
2018-09-10,9.55681818181818,22.9,28.4,18.6,11,5,49.5,10.3,81.1,1.6,2.7,55188,"평일","가을",91.3327737603306,65829.8575557194
2018-09-11,9.55681818181818,21.6,26.1,16.8,12,5,48.1,8.4,66.7,1.5,2.4,56212,"평일","가을",91.3327737603306,60987.6238365818
2018-09-12,9.55681818181818,22.8,28.2,16.8,15,7,52,11.3,89.7,1.4,3.2,57363,"평일","가을",91.3327737603306,64980.4967441187
2018-09-13,9.55681818181818,23.5,28.3,20.3,16,7,63.5,5,40,1.2,2.4,55791,"평일","가을",91.3327737603306,56666.17246122
2018-09-14,0.5,23.5,26.8,20.3,17,10,66.9,1.6,12.8,1.3,2.6,49383,"평일","가을",0.25,55477.2101821957
2018-09-15,0.2,23.3,26,21,11,6,76,0.8,6.4,1,2.4,44808,"주말","가을",0.04,47694.9972275177
2018-09-16,2,22.2,23.9,21,34,21,83.6,0,0,1.7,3.7,24317,"주말","가을",4,38088.4344554669
2018-09-17,0.1,22.3,27.7,18.5,23,14,64.3,10.8,87.1,1.9,3.8,55335,"평일","가을",0.01,66231.7537207123
2018-09-18,9.55681818181818,22,26.5,17.7,31,16,59.8,7.9,64.2,1.2,3.4,57691,"평일","가을",91.3327737603306,55955.4022704846
2018-09-19,0.2,22.1,26.6,18.9,35,18,59.1,2.1,17.1,1,2.9,44096,"평일","가을",0.04,57824.6895598807
2018-09-20,5,19,20.1,17.8,13,8,82.4,0,0,1.8,2.9,23616,"평일","가을",25,38411.5150247403
2018-09-21,18,19.4,21.9,17.6,7,4,85.8,0.6,4.9,1.3,2.3,32242,"평일","가을",324,34163.3440077365
2018-09-22,6.5,20.8,25.5,17.2,27,11,62.3,10.8,88.5,1.8,5.3,49688,"주말","가을",42.25,52193.9083473648
2018-09-23,0,19.4,25.3,15.6,26,10,52.9,7.4,61.2,1.6,4.3,38635,"주말","가을",0,57749.8499700467
2018-09-24,9.55681818181818,17.6,22.1,14.2,13,6,48.3,11,90.9,2.1,4.4,36406,"평일","가을",91.3327737603306,55356.4748008762
2018-09-25,9.55681818181818,17.8,24.3,10.8,14,7,48,10,82.6,1.1,2.2,49595,"평일","가을",91.3327737603306,61866.3788538452
2018-09-26,9.55681818181818,19.4,24.8,16.2,8,5,47.9,8.4,70,1.7,2.7,57730,"평일","가을",91.3327737603306,59188.8698383439
2018-09-27,9.55681818181818,18.9,25,13.2,9,5,47.6,10.3,85.8,1.3,2.4,58200,"평일","가을",91.3327737603306,62207.9400469391
2018-09-28,9.55681818181818,17.5,22.2,14.3,12,7,58.1,3.5,29.4,1.2,2.1,59649,"평일","가을",91.3327737603306,50267.0060038581
2018-09-29,9.55681818181818,20.2,27,14.6,14,9,55.5,10.8,90.8,1,2.4,63866,"주말","가을",91.3327737603306,58647.6885696617
2018-09-30,9.55681818181818,17.6,21.6,14,19,10,52.5,10.4,87.4,2.3,5.5,55893,"주말","가을",91.3327737603306,46192.9210907254
2018-10-01,0,15.4,19.7,13,16,9,55.1,7.9,66.9,2.9,6.1,51808,"평일","가을",0,51995.5504850393
2018-10-02,9.55681818181818,15.9,22,10.3,22,13,61.4,10.8,91.5,1.6,4.1,57280,"평일","가을",91.3327737603306,53070.0461185144
2018-10-03,9.55681818181818,17.3,24.2,11.2,24,14,58,10.6,90.6,1.3,4,64671,"평일","가을",91.3327737603306,56402.2134598543
2018-10-04,9.55681818181818,19.3,25.6,13,21,12,56.5,8.9,76.1,1.3,2.4,59413,"평일","가을",91.3327737603306,58961.5844666283
2018-10-05,36.5,16.9,19,15.7,11,6,84.1,0,0,1.7,3.2,7772,"평일","가을",1332.25,19989.7486569203
2018-10-06,55.5,18,21.7,16.3,5,3,84,3,25.9,2.2,5.3,32510,"주말","가을",3080.25,11469.1323969308
2018-10-07,9.55681818181818,16.4,21.1,12.3,23,10,53.5,10.5,90.5,1.7,3.6,57873,"주말","가을",91.3327737603306,48243.5034353582
2018-10-08,9.55681818181818,14.8,20.9,9.2,20,8,47,10.5,90.5,1.1,2.7,57247,"평일","가을",91.3327737603306,56628.3735784242
2018-10-09,0,15.3,19.8,10.7,23,12,52.5,2.3,20,1.1,2.7,61525,"평일","가을",0,53446.9094011477
2018-10-10,7,12,16.7,7.9,18,11,61,6.5,56.5,2.5,4.7,44876,"평일","가을",49,43609.966574771
2018-10-11,9.55681818181818,9.7,13.9,6.1,17,9,51,9.3,81.6,2.1,5.6,44489,"평일","가을",91.3327737603306,40935.266400801
2018-10-12,9.55681818181818,10.9,17.4,5.2,22,13,54,10.1,88.6,1.3,3.2,48529,"평일","가을",91.3327737603306,49906.7491111481
2018-10-13,9.55681818181818,12.5,19.8,6.1,29,18,54,10,87.7,1,2.9,49203,"주말","가을",91.3327737603306,48754.3169090037
2018-10-14,9.55681818181818,13.2,20.3,6.8,30,20,60,9.9,87.6,1.5,3.1,49025,"주말","가을",91.3327737603306,47058.8954969391
2018-10-15,9.55681818181818,15.2,21,10.9,49,32,69.9,6.8,60.2,1.4,3.5,49503,"평일","가을",91.3327737603306,45991.0347505182
2018-10-16,9.55681818181818,14.5,20.3,9.9,42,23,55.9,8.2,73.2,1.3,3,51236,"평일","가을",91.3327737603306,50062.8224765854
2018-10-17,9.55681818181818,12.4,18.6,8.4,33,17,53.3,10,89.3,1.3,3.6,49795,"평일","가을",91.3327737603306,49674.185610172
2018-10-18,9.55681818181818,12.7,19,7.5,14,8,59.5,8.1,72.3,1.1,2.7,49560,"평일","가을",91.3327737603306,49797.840117554
2018-10-19,9.55681818181818,13.1,20.4,7.2,19,10,54.3,9.9,89.2,1.4,3.8,52122,"평일","가을",91.3327737603306,52133.3566230961
2018-10-20,9.55681818181818,13.4,21.4,6.9,36,19,53.9,9.7,87.4,1.2,3,49815,"주말","가을",91.3327737603306,49926.157296233
2018-10-21,9.55681818181818,13.4,21.1,7.2,32,20,49.5,9.6,87.3,1.1,2.9,48346,"주말","가을",91.3327737603306,49962.0609477884
2018-10-22,9.55681818181818,14,20.6,8.8,42,28,50,7.6,69.1,1,2.6,49889,"평일","가을",91.3327737603306,51955.576584166
2018-10-23,5,12.2,16.9,9.8,50,30,75.1,5.3,48.2,1.1,5,40223,"평일","가을",25,39501.173468299
2018-10-24,9.55681818181818,12.5,18.7,7.6,39,17,66,9.6,88.1,1.3,3.4,50343,"평일","가을",91.3327737603306,46443.8550480859
2018-10-25,9.55681818181818,13.8,21.2,7,36,19,55.5,8.7,79.8,0.9,1.6,52181,"평일","가을",91.3327737603306,54545.4089107731
2018-10-26,11,12.2,14.7,9.9,32,17,74.1,2.4,22.2,1.6,5.4,24308,"평일","가을",121,30241.7114312332
2018-10-27,9.55681818181818,8.7,11.6,6.2,24,6,49.6,8,74.1,3.2,5.8,33699,"주말","가을",91.3327737603306,31170.1426597996
2018-10-28,5.5,8.3,13.5,5.2,13,7,77.1,2.8,25.9,1.5,5.9,20882,"주말","가을",30.25,29962.7552580579
2018-10-29,0,7.2,11.7,3.4,16,8,57.3,6.5,60.7,2,5.3,36107,"평일","가을",0,42120.0985149973
2018-10-30,0,6.1,11.6,0.7,21,10,51.3,9.1,85,1.6,3.5,37382,"평일","가을",0,47661.5923877695
2018-10-31,0,7.4,12.6,3,20,12,55.4,9.3,86.9,1.6,4.1,39009,"평일","가을",0,46715.2477752087
2018-11-01,9.55681818181818,8.4,15.2,2.5,31,18,53.4,9.2,86.8,1.3,3.6,41911,"평일","가을",91.3327737603306,44592.1358279524
2018-11-02,9.55681818181818,10.6,19,4,39,24,54.9,9.2,86.8,1.1,2.5,44917,"평일","가을",91.3327737603306,51016.642347371
2018-11-03,9.55681818181818,11.2,19.1,5,47,30,56,9.1,85.8,1.3,4,40640,"주말","가을",91.3327737603306,43381.467660982
2018-11-04,9.55681818181818,11.6,19.4,5.3,40,27,55,9,85.7,1.3,3.4,39973,"주말","가을",91.3327737603306,44515.1590972596
2018-11-05,9.55681818181818,11.9,18.3,6.6,53,33,65.5,7.9,75.2,1.1,2.3,43870,"평일","가을",91.3327737603306,45522.0175264997
2018-11-06,9.55681818181818,12.2,17.5,8,89,61,70.5,4.1,39,0.9,2.6,39680,"평일","가을",91.3327737603306,39511.5702832197
2018-11-07,2,12.8,15.7,10.3,56,38,79.5,0.5,4.8,1.1,2.8,29492,"평일","가을",4,39047.2618306957
2018-11-08,64,11.8,14.7,10.5,9,5,93.8,0,0,1.8,5,2730,"평일","가을",4096,3346.00289630707
2018-11-09,1,12.1,15.4,9.5,38,20,69,6.5,62.5,3.1,5.6,34673,"평일","가을",1,40418.018899517
2018-11-10,0,11.9,17.1,8.8,69,39,69.1,8.1,78.6,1.4,3.3,34194,"주말","가을",0,42336.2507095698
2018-11-11,0,8.1,10.9,5.4,64,37,67.6,1.4,13.6,1.1,3.7,23926,"주말","가을",0,32315.3361114996
2018-11-12,9.55681818181818,8.1,15.1,3.1,27,14,52.3,8.9,86.4,1.2,3.3,38706,"평일","가을",91.3327737603306,44910.9562811408
2018-11-13,9.55681818181818,8.8,15.4,4.1,39,23,51.6,8.8,86.3,1.1,3,40263,"평일","가을",91.3327737603306,44529.7431106762
2018-11-14,9.55681818181818,9.8,16.6,4.8,31,19,55.5,8.7,85.3,1.1,3.1,41973,"평일","가을",91.3327737603306,45322.7776339435
2018-11-15,9.55681818181818,9.7,16.2,4.7,45,30,55.4,7.8,76.5,1,2.4,39702,"평일","가을",91.3327737603306,44934.728522179
2018-11-16,9.55681818181818,8.8,14.5,4.2,55,36,65.1,5.2,51,1.7,4,37629,"평일","가을",91.3327737603306,37371.3194557811
2018-11-17,9.55681818181818,4.9,11.4,0.6,31,18,50.8,5.2,51.5,1.4,3.7,28167,"주말","가을",91.3327737603306,34571.5708452319
2018-11-18,9.55681818181818,6.1,10.7,1.9,30.9962962962963,21,48.8,2.4,23.8,1.1,3.1,26464,"주말","가을",91.3327737603306,33114.7226258697
2018-11-19,9.55681818181818,6.5,11.3,3.3,56,29,50.4,5.8,57.4,1.4,4.4,34352,"평일","가을",91.3327737603306,36083.8758625047
2018-11-20,0.2,6.5,12.7,0,40,17,39.9,8.8,88,1.8,4.2,34855,"평일","가을",0.04,48402.288913005
2018-11-21,1,5.8,8.2,3.1,30,15,57.1,0,0,1.2,4.5,28140,"평일","가을",1,35569.2673655993
2018-11-22,9.55681818181818,2.3,7.1,-1.3,19,10,35,8.6,86,2.4,5.6,29239,"평일","가을",91.3327737603306,34198.4506747298
2018-11-23,9.55681818181818,1.9,7.6,-3.1,23,11,29.6,8.6,86,1.4,3.7,28620,"평일","가을",91.3327737603306,39441.8039497254
2018-11-24,10.9,2.6,3.8,0.3,23,12,71.1,1.6,16.2,1.8,3.3,11255,"주말","가을",118.81,17705.487824156
2018-11-25,9.55681818181818,4.8,9.8,1.3,44,31,77.8,6.9,69.7,1,1.9,19946,"주말","가을",91.3327737603306,27766.9126363556
2018-11-26,9.55681818181818,6.3,13.6,1.6,57,38,70.1,8.6,86.9,1,1.9,30698,"평일","가을",91.3327737603306,39507.6649529935
2018-11-27,9.55681818181818,7.1,12.5,3.1,108,48,65,1.1,11.1,1.5,3.7,28806,"평일","가을",91.3327737603306,34604.4301278241
2018-11-28,9.55681818181818,5,11.1,2.1,110,19,27.1,6.8,69.4,1.6,3.7,29177,"평일","가을",91.3327737603306,43055.1608416358
2018-11-29,0,3.5,6.7,0.6,70,20,41.4,0.2,2,1.3,3.3,28977,"평일","가을",0,40570.5123324896
2018-11-30,9.55681818181818,2.7,8,-1.5,59,20,46.1,8.6,87.8,1.4,3.3,28557,"평일","가을",91.3327737603306,35640.2912334665
2018-12-01,2.46179775280899,5.5,12.4,0.8,44,23,42.3,7.8,79.6,1,2.5,24622,"주말","겨울",6.06044817573539,21384.2383722764
2018-12-02,2.46179775280899,8.2,11.8,2.8,46,23,50.1,2.7,27.6,1.3,2.2,23035,"주말","겨울",6.06044817573539,17082.5590178843
2018-12-03,9.5,11.5,13.5,9.3,44,21,87.4,0,0,1.4,3.2,10638,"평일","겨울",90.25,8341.42506489489
2018-12-04,5,6.7,11.8,-0.3,33,15,74.9,2.1,21.6,2.7,5.6,20029,"평일","겨울",25,11484.7207865122
2018-12-05,2.46179775280899,0,3.4,-4.3,26,11,39.5,3.1,32,1.5,4,23535,"평일","겨울",6.06044817573539,12749.944841791
2018-12-06,0,2.4,6.8,-1,36,16,50.5,6.2,63.9,2.3,5.7,23788,"평일","겨울",0,13627.2735343087
2018-12-07,2.46179775280899,-7.3,-1.1,-9.6,22,9,37.1,8.7,89.7,3.8,5.9,15148,"평일","겨울",6.06044817573539,7654.86660520622
2018-12-08,2.46179775280899,-8.3,-4.4,-11.4,23,9,37.1,8.7,89.7,2.6,5.5,9824,"주말","겨울",6.06044817573539,-1710.87560687874
2018-12-09,2.46179775280899,-7.2,-2.1,-11.8,21,10,27,7.8,80.4,1.5,3.4,8749,"주말","겨울",6.06044817573539,7091.82620352524
2018-12-10,2.46179775280899,-2.5,4.6,-8.1,32,18,33.3,8,83.3,0.9,2.9,17987,"평일","겨울",6.06044817573539,19035.9913182169
2018-12-11,2.46179775280899,0.2,2.9,-2.4,41,25,44.8,0.1,1,1.2,3.9,20805,"평일","겨울",6.06044817573539,10489.7545444578
2018-12-12,2.46179775280899,-1.9,2.4,-5,45,23,39,8.7,90.6,2.2,4,19339,"평일","겨울",6.06044817573539,11158.1571999526
2018-12-13,1.3,-2.2,2.1,-5.9,39,23,57.4,4.8,50,2,5.8,11765,"평일","겨울",1.69,5847.8318932378
2018-12-14,2.46179775280899,-4.4,0.6,-7.8,32,17,44.3,8.7,90.6,1.7,3.5,14932,"평일","겨울",6.06044817573539,9965.54081365109
2018-12-15,2.46179775280899,-2.4,3.2,-7.8,56,37,46.8,8,83.3,1,2.1,12720,"주말","겨울",6.06044817573539,9204.92551972449
2018-12-16,0.3,0,2.1,-2.6,55,39,63.8,1.1,11.5,0.9,1.7,10783,"주말","겨울",0.09,4676.28786448229
2018-12-17,0.3,1.6,5.9,-1.5,72,45,60.1,8.3,86.5,1.8,4.3,17449,"평일","겨울",0.09,10555.6058024545
2018-12-18,2.46179775280899,2.6,7.4,-2.8,44,23,56.3,7.2,75,1.4,4.1,20917,"평일","겨울",6.06044817573539,13739.2189450178
2018-12-19,2.46179775280899,4,9.5,1.3,50,28,53.4,7.8,81.3,1.4,3.3,21970,"평일","겨울",6.06044817573539,17990.7152070669
2018-12-20,2.46179775280899,3.4,10.4,-1.1,55,37,45.5,7.5,78.1,0.9,2.4,22881,"평일","겨울",6.06044817573539,22791.0164875508
2018-12-21,2.46179775280899,5.6,9.8,0.4,69,44,40.1,3.2,33.3,1.1,2.6,23422,"평일","겨울",6.06044817573539,20902.9512184616
2018-12-22,2.46179775280899,6.9,12.4,2.9,81,56,48.9,7.8,81.3,1.5,3.6,17127,"주말","겨울",6.06044817573539,15457.6782565486
2018-12-23,2.46179775280899,2.4,7.5,-3.4,48,27,43,8.3,86.5,2.9,5.7,13601,"주말","겨울",6.06044817573539,9784.88326295578
2018-12-24,2.46179775280899,-2.3,3.1,-5.9,21,11,35.9,8.8,91.7,1.6,3.6,16579,"평일","겨울",6.06044817573539,15458.1799513787
2018-12-25,2.46179775280899,0.6,5.2,-4,35,20,53.4,3.1,32.3,1.2,2.7,12437,"평일","겨울",6.06044817573539,15145.6898143295
2018-12-26,2.46179775280899,-1.5,3,-7.1,49,26,40.8,8.3,86.5,2.8,4.5,17112,"평일","겨울",6.06044817573539,11476.7077464605
2018-12-27,2.46179775280899,-10.1,-6.5,-12.5,26,9,28.3,8.7,90.6,3.5,5.8,11325,"평일","겨울",6.06044817573539,2327.17347673369
2018-12-28,2.46179775280899,-10.5,-6.6,-14.4,33,13,33,8.7,90.6,2.5,4.4,10445,"평일","겨울",6.06044817573539,3387.95841071555
2018-12-29,2.46179775280899,-7.6,-3,-10.5,36,9,29,8.7,90.6,2.9,5.5,8083,"주말","겨울",6.06044817573539,2794.54783909783
2018-12-30,2.46179775280899,-6.8,-0.9,-11.3,30,15,35.9,8.7,90.6,1.2,3.1,7864,"주말","겨울",6.06044817573539,7960.93577522843
2018-12-31,2.46179775280899,-5.4,-0.5,-10.5,45,29,39.6,8.3,86.5,1.2,3.4,11911,"평일","겨울",6.06044817573539,10062.6741931368
2019-01-01,2.46179775280899,-5,-0.6,-8.2,35,22,49.5,7.5,78.1,2.1,4.3,8601,"평일","겨울",6.06044817573539,6788.60953265929
2019-01-02,2.46179775280899,-4.9,0.2,-8.8,31,19,42.8,8.7,90.6,1.7,3.6,14360,"평일","겨울",6.06044817573539,10721.9113836325
2019-01-03,2.46179775280899,-3.5,3.2,-8.4,36,21,38.8,8.7,89.7,1.4,2.9,16344,"평일","겨울",6.06044817573539,17531.4223881194
2019-01-04,2.46179775280899,-1.1,4.1,-6.2,56,36,55.5,3.9,40.2,1.2,3,17308,"평일","겨울",6.06044817573539,13242.4781798106
